year,week,loc,state,country,loc_type,number,event
1981,50,PUERTO RICO,PR,US,STATE,1,CASES
1981,52,UPSTATE NEW YORK,NY,US,STATE,2,CASES
1981,52,NEW YORK CITY,NY,US,STATE,1,CASES
1981,52,TEXAS,TX,US,STATE,4,CASES
1981,52,OREGON,OR,US,STATE,1,CASES
1981,52,CALIFORNIA,CA,US,STATE,1,CASES
1982,1,NEW HAMPSHIRE,NH,US,STATE,1,CASES
1982,1,UPSTATE NEW YORK,NY,US,STATE,1,CASES
1982,1,INDIANA,IN,US,STATE,1,CASES
1982,1,CALIFORNIA,CA,US,STATE,2,CASES
1982,1,HAWAII,HI,US,STATE,1,CASES
1982,2,VERMONT,VT,US,STATE,1,CASES
1982,2,UPSTATE NEW YORK,NY,US,STATE,2,CASES
1982,2,PENNSYLVANIA,PA,US,STATE,1,CASES
1982,2,TENNESSEE,TN,US,STATE,1,CASES
1982,2,CALIFORNIA,CA,US,STATE,1,CASES
1982,3,UPSTATE NEW YORK,NY,US,STATE,2,CASES
1982,3,NEW YORK CITY,NY,US,STATE,4,CASES
1982,3,CALIFORNIA,CA,US,STATE,4,CASES
1982,3,PUERTO RICO,PR,US,STATE,1,CASES
1982,4,VERMONT,VT,US,STATE,1,CASES
1982,4,UPSTATE NEW YORK,NY,US,STATE,3,CASES
1982,4,VIRGINIA,VA,US,STATE,1,CASES
1982,4,KENTUCKY,KY,US,STATE,1,CASES
1982,4,TEXAS,TX,US,STATE,2,CASES
1982,4,CALIFORNIA,CA,US,STATE,1,CASES
1982,4,PUERTO RICO,PR,US,STATE,3,CASES
1982,5,UPSTATE NEW YORK,NY,US,STATE,1,CASES
1982,5,NEW YORK CITY,NY,US,STATE,1,CASES
1982,5,INDIANA,IN,US,STATE,1,CASES
1982,5,TENNESSEE,TN,US,STATE,1,CASES
1982,5,TEXAS,TX,US,STATE,3,CASES
1982,5,WASHINGTON,WA,US,STATE,5,CASES
1982,5,CALIFORNIA,CA,US,STATE,2,CASES
1982,5,PUERTO RICO,PR,US,STATE,2,CASES
1982,6,UPSTATE NEW YORK,NY,US,STATE,4,CASES
1982,6,ILLINOIS,IL,US,STATE,2,CASES
1982,6,WISCONSIN,WI,US,STATE,1,CASES
1982,6,VIRGINIA,VA,US,STATE,1,CASES
1982,6,TEXAS,TX,US,STATE,1,CASES
1982,6,PUERTO RICO,PR,US,STATE,4,CASES
1982,7,NEW HAMPSHIRE,NH,US,STATE,1,CASES
1982,7,TENNESSEE,TN,US,STATE,1,CASES
1982,7,OKLAHOMA,OK,US,STATE,1,CASES
1982,7,TEXAS,TX,US,STATE,2,CASES
1982,7,WASHINGTON,WA,US,STATE,4,CASES
1982,7,CALIFORNIA,CA,US,STATE,6,CASES
1982,7,PUERTO RICO,PR,US,STATE,1,CASES
1982,8,PENNSYLVANIA,PA,US,STATE,1,CASES
1982,8,FLORIDA,FL,US,STATE,2,CASES
1982,8,TEXAS,TX,US,STATE,2,CASES
1982,9,CONNECTICUT,CT,US,STATE,2,CASES
1982,9,UPSTATE NEW YORK,NY,US,STATE,1,CASES
1982,9,ILLINOIS,IL,US,STATE,1,CASES
1982,9,MICHIGAN,MI,US,STATE,1,CASES
1982,9,DISTRICT OF COLUMBIA,DC,US,STATE,1,CASES
1982,9,TEXAS,TX,US,STATE,2,CASES
1982,9,CALIFORNIA,CA,US,STATE,11,CASES
1982,9,PUERTO RICO,PR,US,STATE,5,CASES
1982,10,UPSTATE NEW YORK,NY,US,STATE,2,CASES
1982,10,NEW YORK CITY,NY,US,STATE,4,CASES
1982,10,OHIO,OH,US,STATE,2,CASES
1982,10,MICHIGAN,MI,US,STATE,4,CASES
1982,10,MARYLAND,MD,US,STATE,1,CASES
1982,10,VIRGINIA,VA,US,STATE,1,CASES
1982,10,FLORIDA,FL,US,STATE,1,CASES
1982,10,TEXAS,TX,US,STATE,4,CASES
1982,10,CALIFORNIA,CA,US,STATE,14,CASES
1982,10,PUERTO RICO,PR,US,STATE,20,CASES
1982,11,UPSTATE NEW YORK,NY,US,STATE,1,CASES
1982,11,NEW YORK CITY,NY,US,STATE,2,CASES
1982,11,MICHIGAN,MI,US,STATE,1,CASES
1982,11,FLORIDA,FL,US,STATE,1,CASES
1982,11,TEXAS,TX,US,STATE,5,CASES
1982,11,CALIFORNIA,CA,US,STATE,27,CASES
1982,11,PUERTO RICO,PR,US,STATE,3,CASES
1982,12,UPSTATE NEW YORK,NY,US,STATE,1,CASES
1982,12,MICHIGAN,MI,US,STATE,1,CASES
1982,12,TEXAS,TX,US,STATE,3,CASES
1982,12,CALIFORNIA,CA,US,STATE,12,CASES
1982,12,PUERTO RICO,PR,US,STATE,7,CASES
1982,13,MASSACHUSETTS,MA,US,STATE,1,CASES
1982,13,UPSTATE NEW YORK,NY,US,STATE,2,CASES
1982,13,NEW YORK CITY,NY,US,STATE,1,CASES
1982,13,MISSOURI,MO,US,STATE,1,CASES
1982,13,FLORIDA,FL,US,STATE,2,CASES
1982,13,TENNESSEE,TN,US,STATE,1,CASES
1982,13,TEXAS,TX,US,STATE,2,CASES
1982,13,CALIFORNIA,CA,US,STATE,33,CASES
1982,13,HAWAII,HI,US,STATE,1,CASES
1982,13,PUERTO RICO,PR,US,STATE,4,CASES
1982,13,PAC TRUST TERR,PT,US,STATE,0,CASES
1982,14,UPSTATE NEW YORK,NY,US,STATE,1,CASES
1982,14,ILLINOIS,IL,US,STATE,2,CASES
1982,14,FLORIDA,FL,US,STATE,1,CASES
1982,14,TEXAS,TX,US,STATE,3,CASES
1982,14,CALIFORNIA,CA,US,STATE,26,CASES
1982,14,PUERTO RICO,PR,US,STATE,1,CASES
1982,15,NEW HAMPSHIRE,NH,US,STATE,1,CASES
1982,15,UPSTATE NEW YORK,NY,US,STATE,1,CASES
1982,15,ILLINOIS,IL,US,STATE,1,CASES
1982,15,MARYLAND,MD,US,STATE,1,CASES
1982,15,TEXAS,TX,US,STATE,3,CASES
1982,15,WASHINGTON,WA,US,STATE,1,CASES
1982,15,CALIFORNIA,CA,US,STATE,74,CASES
1982,16,MASSACHUSETTS,MA,US,STATE,1,CASES
1982,16,UPSTATE NEW YORK,NY,US,STATE,2,CASES
1982,16,NEW YORK CITY,NY,US,STATE,2,CASES
1982,16,MISSOURI,MO,US,STATE,1,CASES
1982,16,FLORIDA,FL,US,STATE,1,CASES
1982,16,TEXAS,TX,US,STATE,4,CASES
1982,16,CALIFORNIA,CA,US,STATE,70,CASES
1982,16,PUERTO RICO,PR,US,STATE,7,CASES
1982,17,NEW YORK CITY,NY,US,STATE,1,CASES
1982,17,MICHIGAN,MI,US,STATE,6,CASES
1982,17,FLORIDA,FL,US,STATE,1,CASES
1982,17,TEXAS,TX,US,STATE,3,CASES
1982,17,CALIFORNIA,CA,US,STATE,42,CASES
1982,18,NEW YORK CITY,NY,US,STATE,1,CASES
1982,18,FLORIDA,FL,US,STATE,2,CASES
1982,18,TEXAS,TX,US,STATE,4,CASES
1982,18,WASHINGTON,WA,US,STATE,1,CASES
1982,18,CALIFORNIA,CA,US,STATE,30,CASES
1982,18,PUERTO RICO,PR,US,STATE,8,CASES
1982,19,UPSTATE NEW YORK,NY,US,STATE,8,CASES
1982,19,FLORIDA,FL,US,STATE,2,CASES
1982,19,MISSISSIPPI,MS,US,STATE,1,CASES
1982,19,TEXAS,TX,US,STATE,1,CASES
1982,19,WASHINGTON,WA,US,STATE,2,CASES
1982,19,CALIFORNIA,CA,US,STATE,52,CASES
1982,19,PUERTO RICO,PR,US,STATE,4,CASES
1982,20,UPSTATE NEW YORK,NY,US,STATE,2,CASES
1982,20,NEW YORK CITY,NY,US,STATE,2,CASES
1982,20,NEW JERSEY,NJ,US,STATE,2,CASES
1982,20,PENNSYLVANIA,PA,US,STATE,1,CASES
1982,20,KANSAS,KS,US,STATE,17,CASES
1982,20,TEXAS,TX,US,STATE,2,CASES
1982,20,WASHINGTON,WA,US,STATE,5,CASES
1982,21,UPSTATE NEW YORK,NY,US,STATE,30,CASES
1982,21,PENNSYLVANIA,PA,US,STATE,1,CASES
1982,21,INDIANA,IN,US,STATE,1,CASES
1982,21,TEXAS,TX,US,STATE,4,CASES
1982,21,WASHINGTON,WA,US,STATE,1,CASES
1982,21,CALIFORNIA,CA,US,STATE,0,CASES
1982,22,UPSTATE NEW YORK,NY,US,STATE,12,CASES
1982,22,NEW YORK CITY,NY,US,STATE,3,CASES
1982,22,NEW JERSEY,NJ,US,STATE,2,CASES
1982,22,MICHIGAN,MI,US,STATE,1,CASES
1982,22,KANSAS,KS,US,STATE,12,CASES
1982,22,FLORIDA,FL,US,STATE,1,CASES
1982,22,TEXAS,TX,US,STATE,1,CASES
1982,22,ALASKA,AK,US,STATE,1,CASES
1982,22,HAWAII,HI,US,STATE,1,CASES
1982,22,PUERTO RICO,PR,US,STATE,1,CASES
1982,23,UPSTATE NEW YORK,NY,US,STATE,19,CASES
1982,23,NEW YORK CITY,NY,US,STATE,2,CASES
1982,23,ILLINOIS,IL,US,STATE,1,CASES
1982,23,MICHIGAN,MI,US,STATE,9,CASES
1982,23,TEXAS,TX,US,STATE,2,CASES
1982,23,COLORADO,CO,US,STATE,5,CASES
1982,23,CALIFORNIA,CA,US,STATE,32,CASES
1982,23,PUERTO RICO,PR,US,STATE,1,CASES
1982,24,NEW HAMPSHIRE,NH,US,STATE,1,CASES
1982,24,UPSTATE NEW YORK,NY,US,STATE,8,CASES
1982,24,NEW YORK CITY,NY,US,STATE,6,CASES
1982,24,OHIO,OH,US,STATE,1,CASES
1982,24,MICHIGAN,MI,US,STATE,6,CASES
1982,24,KANSAS,KS,US,STATE,4,CASES
1982,24,TENNESSEE,TN,US,STATE,1,CASES
1982,24,TEXAS,TX,US,STATE,2,CASES
1982,24,WASHINGTON,WA,US,STATE,1,CASES
1982,24,CALIFORNIA,CA,US,STATE,33,CASES
1982,25,UPSTATE NEW YORK,NY,US,STATE,6,CASES
1982,25,NEW YORK CITY,NY,US,STATE,5,CASES
1982,25,MICHIGAN,MI,US,STATE,4,CASES
1982,25,KANSAS,KS,US,STATE,3,CASES
1982,25,LOUISIANA,LA,US,STATE,2,CASES
1982,25,CALIFORNIA,CA,US,STATE,29,CASES
1982,26,UPSTATE NEW YORK,NY,US,STATE,3,CASES
1982,26,NEW YORK CITY,NY,US,STATE,1,CASES
1982,26,ILLINOIS,IL,US,STATE,7,CASES
1982,26,MICHIGAN,MI,US,STATE,4,CASES
1982,26,PUERTO RICO,PR,US,STATE,4,CASES
1982,27,UPSTATE NEW YORK,NY,US,STATE,4,CASES
1982,27,NEW YORK CITY,NY,US,STATE,6,CASES
1982,27,KANSAS,KS,US,STATE,1,CASES
1982,27,TENNESSEE,TN,US,STATE,1,CASES
1982,27,WASHINGTON,WA,US,STATE,6,CASES
1982,27,CALIFORNIA,CA,US,STATE,20,CASES
1982,27,PUERTO RICO,PR,US,STATE,5,CASES
1982,28,UPSTATE NEW YORK,NY,US,STATE,2,CASES
1982,28,NEW YORK CITY,NY,US,STATE,1,CASES
1982,28,MICHIGAN,MI,US,STATE,1,CASES
1982,28,MARYLAND,MD,US,STATE,1,CASES
1982,28,CALIFORNIA,CA,US,STATE,28,CASES
1982,29,UPSTATE NEW YORK,NY,US,STATE,2,CASES
1982,29,NEBRASKA,NE,US,STATE,3,CASES
1982,29,KANSAS,KS,US,STATE,7,CASES
1982,29,FLORIDA,FL,US,STATE,1,CASES
1982,29,TEXAS,TX,US,STATE,1,CASES
1982,29,OREGON,OR,US,STATE,1,CASES
1982,29,CALIFORNIA,CA,US,STATE,46,CASES
1982,30,CALIFORNIA,CA,US,STATE,23,CASES
1982,30,PUERTO RICO,PR,US,STATE,1,CASES
1982,31,UPSTATE NEW YORK,NY,US,STATE,2,CASES
1982,31,MICHIGAN,MI,US,STATE,1,CASES
1982,31,FLORIDA,FL,US,STATE,2,CASES
1982,31,OKLAHOMA,OK,US,STATE,12,CASES
1982,31,TEXAS,TX,US,STATE,3,CASES
1982,31,WASHINGTON,WA,US,STATE,1,CASES
1982,31,CALIFORNIA,CA,US,STATE,10,CASES
1982,31,HAWAII,HI,US,STATE,1,CASES
1982,32,MASSACHUSETTS,MA,US,STATE,1,CASES
1982,32,UPSTATE NEW YORK,NY,US,STATE,3,CASES
1982,32,MICHIGAN,MI,US,STATE,4,CASES
1982,32,OKLAHOMA,OK,US,STATE,4,CASES
1982,32,COLORADO,CO,US,STATE,1,CASES
1982,32,ARIZONA,AZ,US,STATE,1,CASES
1982,32,CALIFORNIA,CA,US,STATE,14,CASES
1982,32,PUERTO RICO,PR,US,STATE,2,CASES
1982,33,NEW YORK CITY,NY,US,STATE,1,CASES
1982,33,WEST VIRGINIA,WV,US,STATE,1,CASES
1982,33,KENTUCKY,KY,US,STATE,1,CASES
1982,33,OKLAHOMA,OK,US,STATE,4,CASES
1982,33,WASHINGTON,WA,US,STATE,2,CASES
1982,33,CALIFORNIA,CA,US,STATE,5,CASES
1982,33,PUERTO RICO,PR,US,STATE,5,CASES
1982,34,MASSACHUSETTS,MA,US,STATE,1,CASES
1982,34,MICHIGAN,MI,US,STATE,2,CASES
1982,34,OKLAHOMA,OK,US,STATE,1,CASES
1982,34,CALIFORNIA,CA,US,STATE,10,CASES
1982,34,PUERTO RICO,PR,US,STATE,4,CASES
1982,35,MARYLAND,MD,US,STATE,1,CASES
1982,35,OKLAHOMA,OK,US,STATE,3,CASES
1982,35,PUERTO RICO,PR,US,STATE,2,CASES
1982,36,NEW YORK CITY,NY,US,STATE,1,CASES
1982,36,MICHIGAN,MI,US,STATE,1,CASES
1982,36,OKLAHOMA,OK,US,STATE,2,CASES
1982,36,ARIZONA,AZ,US,STATE,1,CASES
1982,36,CALIFORNIA,CA,US,STATE,15,CASES
1982,36,PUERTO RICO,PR,US,STATE,7,CASES
1982,37,NEW YORK CITY,NY,US,STATE,3,CASES
1982,37,OKLAHOMA,OK,US,STATE,3,CASES
1982,37,CALIFORNIA,CA,US,STATE,3,CASES
1982,37,HAWAII,HI,US,STATE,1,CASES
1982,37,PUERTO RICO,PR,US,STATE,1,CASES
1982,38,NEW HAMPSHIRE,NH,US,STATE,1,CASES
1982,38,UPSTATE NEW YORK,NY,US,STATE,1,CASES
1982,38,MICHIGAN,MI,US,STATE,2,CASES
1982,38,TEXAS,TX,US,STATE,1,CASES
1982,38,ARIZONA,AZ,US,STATE,8,CASES
1982,38,WASHINGTON,WA,US,STATE,1,CASES
1982,38,OREGON,OR,US,STATE,6,CASES
1982,38,CALIFORNIA,CA,US,STATE,31,CASES
1982,38,PUERTO RICO,PR,US,STATE,7,CASES
1982,39,UPSTATE NEW YORK,NY,US,STATE,1,CASES
1982,39,FLORIDA,FL,US,STATE,1,CASES
1982,39,TEXAS,TX,US,STATE,4,CASES
1982,39,CALIFORNIA,CA,US,STATE,4,CASES
1982,40,UPSTATE NEW YORK,NY,US,STATE,2,CASES
1982,40,NEW YORK CITY,NY,US,STATE,1,CASES
1982,40,TEXAS,TX,US,STATE,60,CASES
1982,41,NORTH CAROLINA,NC,US,STATE,1,CASES
1982,41,FLORIDA,FL,US,STATE,1,CASES
1982,41,OKLAHOMA,OK,US,STATE,3,CASES
1982,41,TEXAS,TX,US,STATE,23,CASES
1982,41,WASHINGTON,WA,US,STATE,1,CASES
1982,41,OREGON,OR,US,STATE,4,CASES
1982,41,CALIFORNIA,CA,US,STATE,3,CASES
1982,41,PUERTO RICO,PR,US,STATE,2,CASES
1982,42,UPSTATE NEW YORK,NY,US,STATE,1,CASES
1982,42,FLORIDA,FL,US,STATE,37,CASES
1982,42,ALABAMA,AL,US,STATE,2,CASES
1982,42,TEXAS,TX,US,STATE,15,CASES
1982,42,ARIZONA,AZ,US,STATE,4,CASES
1982,42,CALIFORNIA,CA,US,STATE,1,CASES
1982,42,PUERTO RICO,PR,US,STATE,2,CASES
1982,43,UPSTATE NEW YORK,NY,US,STATE,1,CASES
1982,43,FLORIDA,FL,US,STATE,29,CASES
1982,43,TEXAS,TX,US,STATE,3,CASES
1982,43,ARIZONA,AZ,US,STATE,2,CASES
1982,43,UTAH,UT,US,STATE,3,CASES
1982,43,WASHINGTON,WA,US,STATE,1,CASES
1982,43,CALIFORNIA,CA,US,STATE,5,CASES
1982,43,PUERTO RICO,PR,US,STATE,5,CASES
1982,44,MASSACHUSETTS,MA,US,STATE,1,CASES
1982,44,UPSTATE NEW YORK,NY,US,STATE,1,CASES
1982,44,NEW JERSEY,NJ,US,STATE,1,CASES
1982,44,TEXAS,TX,US,STATE,3,CASES
1982,44,CALIFORNIA,CA,US,STATE,2,CASES
1982,45,NEW JERSEY,NJ,US,STATE,1,CASES
1982,45,FLORIDA,FL,US,STATE,20,CASES
1982,45,CALIFORNIA,CA,US,STATE,6,CASES
1982,46,NEW YORK CITY,NY,US,STATE,1,CASES
1982,46,MARYLAND,MD,US,STATE,1,CASES
1982,46,FLORIDA,FL,US,STATE,19,CASES
1982,46,TEXAS,TX,US,STATE,6,CASES
1982,46,OREGON,OR,US,STATE,1,CASES
1982,46,CALIFORNIA,CA,US,STATE,1,CASES
1982,46,PUERTO RICO,PR,US,STATE,1,CASES
1982,47,FLORIDA,FL,US,STATE,18,CASES
1982,47,LOUISIANA,LA,US,STATE,9,CASES
1982,47,CALIFORNIA,CA,US,STATE,1,CASES
1982,47,PUERTO RICO,PR,US,STATE,1,CASES
1982,48,PENNSYLVANIA,PA,US,STATE,1,CASES
1982,48,LOUISIANA,LA,US,STATE,3,CASES
1982,48,PUERTO RICO,PR,US,STATE,2,CASES
1982,49,NEW YORK CITY,NY,US,STATE,1,CASES
1982,49,PENNSYLVANIA,PA,US,STATE,1,CASES
1982,49,NORTH CAROLINA,NC,US,STATE,1,CASES
1982,49,FLORIDA,FL,US,STATE,41,CASES
1982,49,PUERTO RICO,PR,US,STATE,1,CASES
1982,50,PENNSYLVANIA,PA,US,STATE,1,CASES
1982,50,MICHIGAN,MI,US,STATE,2,CASES
1982,50,FLORIDA,FL,US,STATE,11,CASES
1982,50,CALIFORNIA,CA,US,STATE,5,CASES
1982,51,MICHIGAN,MI,US,STATE,5,CASES
1982,51,FLORIDA,FL,US,STATE,14,CASES
1982,51,MISSISSIPPI,MS,US,STATE,3,CASES
1982,51,LOUISIANA,LA,US,STATE,1,CASES
1982,51,CALIFORNIA,CA,US,STATE,16,CASES
1983,3,CALIFORNIA,CA,US,STATE,7,CASES
1983,4,CALIFORNIA,CA,US,STATE,6,CASES
1983,5,CALIFORNIA,CA,US,STATE,2,CASES
1983,10,CALIFORNIA,CA,US,STATE,12,CASES
1983,14,CALIFORNIA,CA,US,STATE,6,CASES
1983,16,CALIFORNIA,CA,US,STATE,12,CASES
1983,17,CALIFORNIA,CA,US,STATE,6,CASES
1983,18,CALIFORNIA,CA,US,STATE,2,CASES
1983,19,CALIFORNIA,CA,US,STATE,2,CASES
1983,22,CALIFORNIA,CA,US,STATE,3,CASES
1983,29,CALIFORNIA,CA,US,STATE,14,CASES
1983,30,CALIFORNIA,CA,US,STATE,6,CASES
1984,3,CALIFORNIA,CA,US,STATE,4,CASES
1984,8,CALIFORNIA,CA,US,STATE,4,CASES
1984,13,CALIFORNIA,CA,US,STATE,9,CASES
1984,14,CALIFORNIA,CA,US,STATE,15,CASES
1984,15,CALIFORNIA,CA,US,STATE,14,CASES
1984,17,CALIFORNIA,CA,US,STATE,38,CASES
1984,19,CALIFORNIA,CA,US,STATE,13,CASES
1984,22,CALIFORNIA,CA,US,STATE,9,CASES
1984,25,CALIFORNIA,CA,US,STATE,4,CASES
1984,26,CALIFORNIA,CA,US,STATE,10,CASES
1984,29,CALIFORNIA,CA,US,STATE,7,CASES
1984,30,CALIFORNIA,CA,US,STATE,12,CASES
1984,43,CALIFORNIA,CA,US,STATE,5,CASES
1985,6,CALIFORNIA,CA,US,STATE,2,CASES
1985,10,CALIFORNIA,CA,US,STATE,22,CASES
1985,11,CALIFORNIA,CA,US,STATE,5,CASES
1985,14,CALIFORNIA,CA,US,STATE,9,CASES
1985,16,CALIFORNIA,CA,US,STATE,6,CASES
1985,17,CALIFORNIA,CA,US,STATE,4,CASES
1985,22,CALIFORNIA,CA,US,STATE,3,CASES
1985,24,CALIFORNIA,CA,US,STATE,16,CASES
1985,25,CALIFORNIA,CA,US,STATE,21,CASES
1985,26,CALIFORNIA,CA,US,STATE,6,CASES
1985,27,CALIFORNIA,CA,US,STATE,13,CASES
1985,29,CALIFORNIA,CA,US,STATE,6,CASES
1985,30,CALIFORNIA,CA,US,STATE,2,CASES
1985,31,CALIFORNIA,CA,US,STATE,8,CASES
1985,32,CALIFORNIA,CA,US,STATE,3,CASES
1985,33,CALIFORNIA,CA,US,STATE,6,CASES
1985,34,CALIFORNIA,CA,US,STATE,13,CASES
1985,36,CALIFORNIA,CA,US,STATE,10,CASES
1985,37,CALIFORNIA,CA,US,STATE,9,CASES
1985,47,CALIFORNIA,CA,US,STATE,4,CASES
1985,50,CALIFORNIA,CA,US,STATE,6,CASES
1985,32,COLORADO,CO,US,STATE,2,CASES
1985,21,CONNECTICUT,CT,US,STATE,2,CASES
1983,21,FLORIDA,FL,US,STATE,4,CASES
1985,32,FLORIDA,FL,US,STATE,4,CASES
1985,34,FLORIDA,FL,US,STATE,4,CASES
1984,22,HAWAII,HI,US,STATE,7,CASES
1985,11,HAWAII,HI,US,STATE,2,CASES
1985,25,HAWAII,HI,US,STATE,2,CASES
1983,13,ILLINOIS,IL,US,STATE,49,CASES
1983,16,ILLINOIS,IL,US,STATE,10,CASES
1984,19,ILLINOIS,IL,US,STATE,19,CASES
1985,13,ILLINOIS,IL,US,STATE,134,CASES
1984,29,MARYLAND,MD,US,STATE,3,CASES
1984,30,MARYLAND,MD,US,STATE,4,CASES
1985,16,MARYLAND,MD,US,STATE,2,CASES
1985,17,MARYLAND,MD,US,STATE,6,CASES
1985,18,MARYLAND,MD,US,STATE,4,CASES
1985,35,MARYLAND,MD,US,STATE,6,CASES
1985,37,MARYLAND,MD,US,STATE,3,CASES
1983,44,MASSACHUSETTS,MA,US,STATE,2,CASES
1984,19,MASSACHUSETTS,MA,US,STATE,22,CASES
1985,16,MASSACHUSETTS,MA,US,STATE,10,CASES
1985,17,MASSACHUSETTS,MA,US,STATE,18,CASES
1985,20,MASSACHUSETTS,MA,US,STATE,7,CASES
1985,24,MASSACHUSETTS,MA,US,STATE,14,CASES
1985,32,MASSACHUSETTS,MA,US,STATE,3,CASES
1985,36,MASSACHUSETTS,MA,US,STATE,2,CASES
1984,20,MICHIGAN,MI,US,STATE,27,CASES
1985,12,MICHIGAN,MI,US,STATE,5,CASES
1985,13,MICHIGAN,MI,US,STATE,7,CASES
1985,14,MICHIGAN,MI,US,STATE,3,CASES
1984,19,NEW HAMPSHIRE,NH,US,STATE,2,CASES
1985,15,NEW JERSEY,NJ,US,STATE,4,CASES
1985,23,NEW JERSEY,NJ,US,STATE,3,CASES
1985,24,NEW JERSEY,NJ,US,STATE,4,CASES
1985,25,NEW JERSEY,NJ,US,STATE,4,CASES
1985,31,NEW JERSEY,NJ,US,STATE,2,CASES
1983,12,NEW YORK CITY,NY,US,STATE,6,CASES
1983,16,NEW YORK CITY,NY,US,STATE,2,CASES
1983,17,NEW YORK CITY,NY,US,STATE,4,CASES
1983,18,NEW YORK CITY,NY,US,STATE,2,CASES
1983,24,NEW YORK CITY,NY,US,STATE,2,CASES
1983,30,NEW YORK CITY,NY,US,STATE,3,CASES
1983,31,NEW YORK CITY,NY,US,STATE,2,CASES
1984,27,NEW YORK CITY,NY,US,STATE,4,CASES
1984,28,NEW YORK CITY,NY,US,STATE,4,CASES
1984,31,NEW YORK CITY,NY,US,STATE,5,CASES
1984,33,NEW YORK CITY,NY,US,STATE,2,CASES
1984,38,NEW YORK CITY,NY,US,STATE,4,CASES
1985,3,NEW YORK CITY,NY,US,STATE,2,CASES
1985,12,NEW YORK CITY,NY,US,STATE,2,CASES
1985,13,NEW YORK CITY,NY,US,STATE,6,CASES
1985,25,NEW YORK CITY,NY,US,STATE,3,CASES
1985,32,NEW YORK CITY,NY,US,STATE,2,CASES
1985,35,NEW YORK CITY,NY,US,STATE,3,CASES
1985,39,NEW YORK CITY,NY,US,STATE,6,CASES
1984,9,OHIO,OH,US,STATE,2,CASES
1984,13,PENNSYLVANIA,PA,US,STATE,5,CASES
1983,17,TEXAS,TX,US,STATE,2,CASES
1984,16,TEXAS,TX,US,STATE,46,CASES
1984,26,TEXAS,TX,US,STATE,37,CASES
1985,17,TEXAS,TX,US,STATE,17,CASES
1985,18,TEXAS,TX,US,STATE,11,CASES
1985,21,TEXAS,TX,US,STATE,8,CASES
1985,26,TEXAS,TX,US,STATE,41,CASES
1985,32,TEXAS,TX,US,STATE,31,CASES
1985,38,TEXAS,TX,US,STATE,4,CASES
1985,49,TEXAS,TX,US,STATE,12,CASES
1984,14,UPSTATE NEW YORK,NY,US,STATE,4,CASES
1984,19,UPSTATE NEW YORK,NY,US,STATE,8,CASES
1984,22,UPSTATE NEW YORK,NY,US,STATE,5,CASES
1984,23,UPSTATE NEW YORK,NY,US,STATE,2,CASES
1984,29,UPSTATE NEW YORK,NY,US,STATE,4,CASES
1984,30,UPSTATE NEW YORK,NY,US,STATE,2,CASES
1984,38,UPSTATE NEW YORK,NY,US,STATE,3,CASES
1984,44,UPSTATE NEW YORK,NY,US,STATE,2,CASES
1984,46,UPSTATE NEW YORK,NY,US,STATE,3,CASES
1985,16,UPSTATE NEW YORK,NY,US,STATE,3,CASES
1985,18,UPSTATE NEW YORK,NY,US,STATE,5,CASES
1985,20,UPSTATE NEW YORK,NY,US,STATE,6,CASES
1985,21,UPSTATE NEW YORK,NY,US,STATE,4,CASES
1985,25,UPSTATE NEW YORK,NY,US,STATE,10,CASES
1985,26,UPSTATE NEW YORK,NY,US,STATE,2,CASES
1983,2,VIRGIN ISLANDS,VI,US,STATE,3,CASES
1984,29,WASHINGTON,WA,US,STATE,16,CASES
1984,43,WASHINGTON,WA,US,STATE,14,CASES
1985,28,WASHINGTON,WA,US,STATE,6,CASES
1985,35,WASHINGTON,WA,US,STATE,25,CASES
1984,19,WISCONSIN,WI,US,STATE,3,CASES
1983,6,OREGON,OR,US,STATE,1,CASES
1983,6,CALIFORNIA,CA,US,STATE,4,CASES
1983,6,PUERTO RICO,PR,US,STATE,5,CASES
1983,7,NEW YORK CITY,NY,US,STATE,1,CASES
1983,7,FLORIDA,FL,US,STATE,7,CASES
1983,7,PUERTO RICO,PR,US,STATE,4,CASES
1983,8,GEORGIA,GA,US,STATE,1,CASES
1983,8,FLORIDA,FL,US,STATE,7,CASES
1983,8,WASHINGTON,WA,US,STATE,1,CASES
1983,8,OREGON,OR,US,STATE,1,CASES
1983,8,CALIFORNIA,CA,US,STATE,3,CASES
1983,9,ILLINOIS,IL,US,STATE,13,CASES
1983,9,MARYLAND,MD,US,STATE,1,CASES
1983,9,GEORGIA,GA,US,STATE,1,CASES
1983,9,FLORIDA,FL,US,STATE,20,CASES
1983,9,CALIFORNIA,CA,US,STATE,4,CASES
1983,11,INDIANA,IN,US,STATE,12,CASES
1983,11,ILLINOIS,IL,US,STATE,6,CASES
1983,11,FLORIDA,FL,US,STATE,19,CASES
1983,11,OREGON,OR,US,STATE,1,CASES
1983,11,CALIFORNIA,CA,US,STATE,1,CASES
1983,11,PUERTO RICO,PR,US,STATE,7,CASES
1983,15,WEST VIRGINIA,WV,US,STATE,1,CASES
1983,15,FLORIDA,FL,US,STATE,3,CASES
1983,20,MISSOURI,MO,US,STATE,2,CASES
1983,20,FLORIDA,FL,US,STATE,5,CASES
1983,20,CALIFORNIA,CA,US,STATE,9,CASES
1983,23,NEW YORK CITY,NY,US,STATE,13,CASES
1983,23,OHIO,OH,US,STATE,21,CASES
